#x_m,y_m,w_tr_right_m,w_tr_left_m
0.75,-9.75,1.0,0.9806248474865698
0.75,-9.8,1.0,1.0200378782444086
0.8000000000000007,-9.85,1.05,1.0313526955694348
0.8000000000000007,-9.9,1.05,1.0729530217745982
0.9500000000000002,-10.05,1.1035668847618199,1.1150971698084906
1.1500000000000004,-10.05,1.1,1.0200378782444086
1.2000000000000002,-10.1,1.05,1.041640786499874
1.3500000000000005,-10.1,1.05,0.9747548783981963
1.4000000000000004,-10.15,1.0,0.9971121771072847
1.6000000000000005,-10.15,1.0,0.9175795661885922
1.6500000000000004,-10.2,0.9500000000000001,0.9500000000000001
1.9500000000000002,-10.2,0.9500000000000001,0.8672617529928752
2.0,-10.25,0.9,0.9020815280171308
2.6000000000000005,-10.25,0.9,0.8045361017187261
2.6500000000000004,-10.3,0.8500000000000001,0.8510864433221338
5.350000000000001,-10.3,0.7920164833920778,0.8
5.4,-10.25,0.8280514172678478,0.75
6.700000000000001,-10.25,0.8280514172678478,0.7688779163215975
6.75,-10.3,0.7920164833920778,0.8280514172678478
6.800000000000001,-10.3,0.8067971810589327,0.7965856099730655
6.850000000000001,-10.35,0.7770329614269008,0.7965856099730655
6.9,-10.35,0.7965856099730655,0.763014581273465
6.950000000000001,-10.4,0.75,0.7700467279516348
7.050000000000001,-10.4,0.75,0.7124228365658294
7.100000000000001,-10.45,0.7000000000000001,0.7295630140987002
7.450000000000001,-10.45,0.7000000000000001,0.612414379544733
7.5,-10.5,0.65,0.65524865872714
7.700000000000001,-10.5,0.65,0.65524865872714
7.75,-10.45,0.7000000000000001,0.612414379544733
8.100000000000001,-10.45,0.7000000000000001,0.7295630140987002
8.15,-10.4,0.75,0.7124228365658294
8.25,-10.4,0.7440306508910551,0.7700467279516348
8.3,-10.35,0.7793516572461452,0.763014581273465
8.350000000000001,-10.35,0.7688779163215975,0.7965856099730655
8.5,-10.2,0.8,0.810180165558726
8.5,-10.1,0.801135777277262,0.7547511554864494
8.55,-10.05,0.75,0.7735455276791945
8.55,-9.65,0.75,0.65524865872714
8.65,-9.55,0.65,0.6962429422585639
8.65,-9.5,0.65,0.6486832980505138
8.700000000000001,-9.45,0.6000000000000001,0.6192388155425118
8.700000000000001,-9.4,0.6000000000000001,0.573212459828649
8.8,-9.3,0.5,0.532165848854662
8.8,-9.25,0.5,0.49056941504209495
8.850000000000001,-9.2,0.4433034373659254,0.48102496759066543
8.850000000000001,-9.05,0.4071067811865476,0.37268120235368557
8.9,-9.0,0.351920240520265,0.38007352543677225
8.9,-8.85,0.3500000000000001,0.3041522986797287
8.950000000000001,-8.8,0.30000000000000004,0.33245553203367595
8.950000000000001,-8.4,0.30000000000000004,0.33245553203367595
8.9,-8.35,0.3500000000000001,0.3041522986797287
8.9,-8.2,0.3500000000000001,0.38007352543677225
8.850000000000001,-8.15,0.4,0.37268120235368557
8.850000000000001,-8.1,0.4,0.4071067811865476
8.8,-8.05,0.45,0.41063352017759486
8.8,-8.0,0.45,0.45
8.75,-7.95,0.5,0.46321687612368745
8.75,-7.8999999999999995,0.5,0.506225774829855
8.700000000000001,-7.85,0.55,0.5276472678623424
8.700000000000001,-7.8,0.55,0.573212459828649
8.600000000000001,-7.7,0.6513148795220224,0.6340770846134703
8.600000000000001,-7.6499999999999995,0.65524865872714,0.682344135219425
8.55,-7.6,0.7111874208078343,0.6617692030835672
8.55,-7.35,0.7012492197250394,0.7307764064044152
8.5,-7.3,0.75,0.7062305898749055
8.5,-7.199999999999999,0.7000000000000001,0.7547511554864494
8.450000000000001,-7.199999999999999,0.7000000000000001,0.7124228365658294
8.4,-7.1499999999999995,0.65,0.7000000000000001
8.3,-7.1499999999999995,0.65,0.6219544457292887
8.25,-7.1,0.6000000000000001,0.6192388155425118
8.200000000000001,-7.1,0.6000000000000001,0.5845903006477066
8.15,-7.05,0.55,0.5902246907382429
8.05,-7.05,0.55,0.532165848854662
8.0,-7.0,0.5,0.55
7.75,-7.0,0.5,0.4648529270389178
7.700000000000001,-6.949999999999999,0.45,0.506225774829855
7.5,-6.949999999999999,0.45,0.506225774829855
7.450000000000001,-7.0,0.5,0.4648529270389178
7.25,-7.0,0.5,0.5276472678623424
7.200000000000001,-7.05,0.55,0.506225774829855
7.15,-7.05,0.5276472678623424,0.532165848854662
7.100000000000001,-7.1,0.5544003745317531,0.5200609733428364
7.050000000000001,-7.1,0.5381527307120105,0.5514693182963202
7.0,-7.1499999999999995,0.573212459828649,0.548528137423857
6.950000000000001,-7.1499999999999995,0.5631338250816035,0.5845903006477066
6.9,-7.199999999999999,0.6055385138137418,0.5902246907382429
6.850000000000001,-7.199999999999999,0.6013878188659973,0.6300537618869138
6.800000000000001,-7.25,0.65,0.6433981132056603
6.75,-7.25,0.65,0.6861541461658011
6.700000000000001,-7.3,0.7000000000000001,0.7062305898749055
6.65,-7.3,0.7000000000000001,0.751189802081432
6.5,-7.45,0.8500000000000001,0.840175425099138
6.450000000000001,-7.45,0.8500000000000001,0.8884864324004713
6.4,-7.5,0.9,0.9257650672131263
6.350000000000001,-7.5,0.9,0.9747548783981963
6.300000000000001,-7.55,0.9500000000000001,0.9500000000000001
6.050000000000001,-7.55,0.9500000000000001,0.9589678312014173
6.0,-7.5,0.9,1.00862523283024
5.800000000000001,-7.5,0.9,0.8800423721205948
5.75,-7.45,0.840175425099138,0.8926860441876564
5.550000000000001,-7.45,0.8045361017187261,0.7965856099730655
5.5,-7.3999999999999995,0.751189802081432,0.818033988749895
5.25,-7.3999999999999995,0.75,0.7307764064044152
5.200000000000001,-7.35,0.7000000000000001,0.7688779163215975
4.600000000000001,-7.35,0.7770329614269008,0.75
4.550000000000001,-7.3,0.751189802081432,0.8
4.4,-7.3,0.818033988749895,0.8
4.35,-7.25,0.7977249200050075,0.8500000000000001
4.25,-7.25,0.8510864433221338,0.8500000000000001
4.200000000000001,-7.199999999999999,0.840175425099138,0.8280514172678478
4.200000000000001,-7.1499999999999995,0.801135777277262,0.840175425099138
4.15,-7.1,0.7965856099730655,0.8
4.15,-7.05,0.7606601717798214,0.8
4.1,-7.0,0.7606601717798214,0.75
4.1,-6.949999999999999,0.7253048327204938,0.75
4.050000000000001,-6.8999999999999995,0.7253048327204938,0.7012492197250394
4.050000000000001,-6.85,0.6899494936611665,0.704987562112089
4.0,-6.8,0.6899494936611665,0.6617692030835672
4.0,-6.75,0.65524865872714,0.67082439194738
3.950000000000001,-6.699999999999999,0.6604686356149273,0.6340770846134703
3.950000000000001,-6.6,0.6013878188659973,0.65
3.9000000000000004,-6.55,0.617877987534291,0.6000000000000001
3.9000000000000004,-6.449999999999999,0.573212459828649,0.6000000000000001
3.8499999999999996,-6.3999999999999995,0.6013878188659973,0.55
3.8499999999999996,-6.1499999999999995,0.5246211251235321,0.55
3.8000000000000007,-6.1,0.5631338250816035,0.5
3.8000000000000007,-4.5,0.5246211251235321,0.55
3.75,-4.449999999999999,0.5631338250816035,0.5
3.75,-1.049999999999999,0.5631338250816035,0.5
3.8000000000000007,-1.0,0.5246211251235321,0.55
3.8000000000000007,-0.8499999999999996,0.573212459828649,0.55
3.8499999999999996,-0.7999999999999989,0.55,0.6000000000000001
3.8499999999999996,-0.6999999999999993,0.6013878188659973,0.573212459828649
3.9000000000000004,-0.6499999999999986,0.5902246907382429,0.612414379544733
3.9000000000000004,-0.5999999999999996,0.6219544457292887,0.6055385138137418
3.950000000000001,-0.5499999999999989,0.6192388155425118,0.6513148795220224
3.950000000000001,0.6500000000000004,0.75,0.65
4.0,0.7000000000000011,0.7012492197250394,0.7000000000000001
4.0,1.450000000000001,0.7012492197250394,0.7000000000000001
3.950000000000001,1.5,0.75,0.65
3.950000000000001,1.6500000000000004,0.75,0.65
4.0,1.700000000000001,0.7012492197250394,0.7000000000000001
4.0,2.0,0.7012492197250394,0.7111874208078343
3.950000000000001,2.0500000000000007,0.75,0.67082439194738
3.950000000000001,3.3500000000000014,0.75,0.7594810050208546
3.9000000000000004,3.4000000000000004,0.8,0.7307764064044152
3.9000000000000004,3.6500000000000004,0.8,0.818033988749895
3.8499999999999996,3.700000000000001,0.8500000000000001,0.7965856099730655
3.8499999999999996,3.8500000000000014,0.8500000000000001,0.8661903789690601
3.8000000000000007,3.9000000000000004,0.9,0.8510864433221338
3.8000000000000007,4.0,0.9,0.9103718436910205
3.75,4.050000000000001,0.9500000000000001,0.9041594578792296
3.75,4.150000000000002,0.9500000000000001,0.9727922061357855
3.700000000000001,4.199999999999999,1.0,0.9747548783981963
3.700000000000001,4.25,1.0,1.0124404748406688
3.6500000000000004,4.300000000000001,1.05,1.0200378782444086
3.6500000000000004,4.350000000000001,1.05,1.0601470508735444
3.5999999999999996,4.400000000000002,1.1,1.0729530217745982
3.5999999999999996,4.449999999999999,1.1,1.1150971698084906
3.5,4.550000000000001,1.2000000000000002,1.1422205101855958
3.5,4.600000000000001,1.2000000000000002,1.184082207965583
3.450000000000001,4.650000000000002,1.25,1.2008331019803635
3.450000000000001,4.699999999999999,1.25,1.2443445211480502
3.4000000000000004,4.75,1.3,1.265247584249853
3.4000000000000004,4.800000000000001,1.3,1.3101242188104618
3.3499999999999996,4.850000000000001,1.35,1.332482771731451
3.3499999999999996,4.900000000000002,1.3378339354159199,1.3770509831248423
3.0500000000000007,4.900000000000002,1.3007810593582123,1.2660459763365826
3.0,4.949999999999999,1.25,1.297654530867046
