#x_m,y_m,w_tr_right_m,w_tr_left_m
1.7000000000000002,4.5,1.6006577808748212,0.7111874208078343
1.6500000000000004,4.449999999999999,1.6500000000000001,0.67082439194738
1.5,4.449999999999999,1.64164878389476,0.7124228365658294
1.4500000000000002,4.400000000000002,1.6811612756158951,0.682344135219425
1.3000000000000007,4.400000000000002,1.660229578391266,0.7307764064044152
1.25,4.350000000000001,1.705617112013158,0.7062305898749055
1.1500000000000004,4.350000000000001,1.7006249023742557,0.751189802081432
0.9000000000000004,4.100000000000001,1.55,0.6604686356149273
0.9000000000000004,4.050000000000001,1.55,0.6219544457292887
0.8500000000000005,4.0,1.5,0.6192388155425118
0.8500000000000005,3.950000000000001,1.5,0.5838834764831845
0.75,3.8500000000000014,1.4000000000000001,0.5838834764831845
0.75,3.8000000000000007,1.4000000000000001,0.548528137423857
0.7000000000000002,3.75,1.35,0.5514693182963202
0.7000000000000002,3.700000000000001,1.35,0.5200609733428364
0.6500000000000004,3.6500000000000004,1.3,0.532165848854662
0.6500000000000004,3.5500000000000007,1.3,0.48262379212492645
0.6000000000000005,3.5,1.25,0.506225774829855
0.6000000000000005,3.3500000000000014,1.25,0.4433034373659254
0.5500000000000007,3.3000000000000007,1.19164338901763,0.4762087348130013
0.5500000000000007,3.0,1.1508618128546908,0.4071067811865476
0.5,2.950000000000001,1.1,0.4516648189186455
0.5,2.3000000000000007,1.0829316685939332,0.45
0.5500000000000007,2.25,1.1221462653327892,0.4
0.5500000000000007,-2.3499999999999996,1.1221462653327892,0.4
0.5,-2.3999999999999986,1.0829316685939332,0.45
0.5,-2.9499999999999993,1.2182226450688978,0.45
0.4500000000000002,-3.0,1.1866068747318506,0.49056941504209495
0.4500000000000002,-3.1500000000000004,1.1534441853748634,0.41063352017759486
0.40000000000000036,-3.1999999999999993,1.0829316685939332,0.4211102550927979
0.40000000000000036,-3.4000000000000004,0.9379418403139947,0.30104076400856544
0.35000000000000053,-3.4499999999999993,0.8672617529928752,0.30104076400856544
0.35000000000000053,-3.5,0.8335784048754635,0.26568542494923814
0.3000000000000007,-3.549999999999999,0.763014581273465,0.26568542494923814
0.3000000000000007,-3.6500000000000004,0.7000000000000001,0.19497474683058333
0.25,-3.6999999999999993,0.6300537618869138,0.19497474683058333
0.25,-4.5,0.4648529270389178,0.050000000000000044
0.20000000000000018,-4.55,0.4280109889280519,0.10000000000000005
0.20000000000000018,-4.8,0.532165848854662,0.10000000000000005
0.15000000000000036,-4.85,0.5200609733428364,0.15000000000000005
0.15000000000000036,-5.05,0.65524865872714,0.15000000000000005
0.10000000000000053,-5.1,0.6604686356149273,0.20000000000000007
0.10000000000000053,-5.199999999999999,0.7404326023342407,0.20000000000000007
0.05000000000000071,-5.25,0.7547511554864494,0.25000000000000006
0.05000000000000071,-5.35,0.8412712210513327,0.25000000000000006
0.0,-5.3999999999999995,0.8629703349613008,0.30000000000000004
0.0,-5.699999999999999,0.8543396380615196,0.30000000000000004
0.05000000000000071,-5.75,0.8853269591129698,0.25000000000000006
0.05000000000000071,-5.949999999999999,0.8067971810589327,0.28523499553598136
0.10000000000000053,-6.0,0.840175425099138,0.2590169943749475
0.10000000000000053,-6.05,0.818033988749895,0.2830951894845301
0.15000000000000036,-6.1,0.8423659658795863,0.2590169943749475
0.15000000000000036,-6.1499999999999995,0.8236102527122116,0.2830951894845301
0.20000000000000018,-6.199999999999999,0.8543396380615196,0.2590169943749475
0.20000000000000018,-6.25,0.840175425099138,0.2830951894845301
0.25,-6.3,0.8629703349613008,0.27008771254956904
0.25,-6.35,0.8423659658795863,0.3020797289396149
0.35000000000000053,-6.449999999999999,0.9020815280171308,0.2830951894845301
0.35000000000000053,-6.5,0.8884864324004713,0.3041522986797287
0.40000000000000036,-6.55,0.9175795661885922,0.2830951894845301
0.40000000000000036,-6.6499999999999995,0.8884864324004713,0.32649820430708343
0.4500000000000002,-6.699999999999999,0.9257650672131263,0.3020797289396149
0.4500000000000002,-6.8,0.9020815280171308,0.3184658438426491
0.5,-6.85,0.9369316876852981,0.28523499553598136
0.5,-7.199999999999999,0.876860229593982,0.3184658438426491
