#x_m,y_m,w_tr_right_m,w_tr_left_m
2.45,5.5,0.6617692030835672,1.7223748416156686
2.4000000000000004,5.449999999999999,0.704987562112089,1.6659603251337503
1.4000000000000004,5.449999999999999,0.6486832980505138,1.7012496096189502
1.3500000000000005,5.400000000000002,0.682344135219425,1.66468827043885
1.1500000000000004,5.400000000000002,0.6513148795220224,1.7248456731316588
1.1000000000000005,5.350000000000001,0.7000000000000001,1.6924858845171276
0.9000000000000004,5.350000000000001,0.6962429422585639,1.7615528128088305
0.8500000000000005,5.300000000000001,0.7307764064044152,1.7359273071502335
0.6500000000000004,5.300000000000001,0.7012492197250394,1.8242645786248002
0.6000000000000005,5.25,0.75,1.802379604162864
0.5500000000000007,5.25,0.7440306508910551,1.8242645786248002
0.5,5.199999999999999,0.7770329614269008,1.8029740844813091
0.40000000000000036,5.199999999999999,0.7440306508910551,1.8523243250030885
0.35000000000000053,5.150000000000002,0.7770329614269008,1.8360009363293828
0.3000000000000007,5.150000000000002,0.7594810050208546,1.863330765278394
0.25,5.100000000000001,0.7920164833920778,1.8505813167606568
0.20000000000000018,5.100000000000001,0.7770329614269008,1.880022935659164
0.05000000000000071,4.949999999999999,0.75,1.8592822881689184
0.05000000000000071,4.900000000000002,0.75,1.8224985276791124
0.0,4.850000000000001,0.7000000000000001,1.8213203435596428
0.0,4.699999999999999,0.7000000000000001,1.7152543263816604
-0.04999999999999982,4.650000000000002,0.65,1.7152543263816604
-0.04999999999999982,4.400000000000002,0.6219544457292887,1.5439088914585775
-0.09999999999999964,4.350000000000001,0.5631338250816035,1.5506755523321747
-0.09999999999999964,4.050000000000001,0.55,1.380773631397161
-0.14999999999999947,4.0,0.5,1.4000000000000001
-0.14999999999999947,3.700000000000001,0.5,1.2692354826475216
-0.1999999999999993,3.6500000000000004,0.45,1.297654530867046
-0.1999999999999993,2.25,0.39641941385920604,1.1500000000000001
-0.14999999999999947,2.200000000000001,0.4280109889280519,1.1
-0.14999999999999947,0.7000000000000011,0.3500000000000001,1.1
-0.09999999999999964,0.6500000000000004,0.4,1.05
-0.09999999999999964,-1.4499999999999993,0.4,1.05
-0.14999999999999947,-1.5,0.3500000000000001,1.1
-0.14999999999999947,-2.299999999999999,0.4280109889280519,1.1
-0.1999999999999993,-2.3499999999999996,0.39641941385920604,1.1500000000000001
-0.1999999999999993,-2.5999999999999996,0.45663729752107796,1.1500000000000001
-0.25,-2.6500000000000004,0.4158910531638178,1.2000000000000002
-0.25,-2.799999999999999,0.4615773105863909,1.184082207965583
-0.2999999999999998,-2.8499999999999996,0.4280109889280519,1.1849242404917497
-0.2999999999999998,-2.9000000000000004,0.4433034373659254,1.1495689014324224
-0.34999999999999964,-2.9499999999999993,0.4158910531638178,1.1495689014324224
-0.34999999999999964,-3.0,0.43824115301167005,1.114213562373095
-0.4500000000000002,-3.0999999999999996,0.38007352543677225,1.1159802258506297
-0.4500000000000002,-3.1500000000000004,0.39641941385920604,1.0829316685939332
-0.5,-3.1999999999999993,0.370820393249937,1.0901438774457846
-0.5,-3.25,0.3946221994724903,1.0601470508735444
-0.5499999999999998,-3.299999999999999,0.36708320320631677,1.0729530217745982
-0.5499999999999998,-3.4000000000000004,0.39641941385920604,1.0209844813622906
-0.5999999999999996,-3.4499999999999993,0.36708320320631677,1.041640786499874
-0.5999999999999996,-3.5999999999999996,0.3500000000000001,0.9816005617976297
-0.5,-3.6999999999999993,0.25000000000000006,0.8543396380615196
-0.4500000000000002,-3.6999999999999993,0.2522680508593631,0.8067971810589327
